x,y
-10.0,232.4901424590337
-9.959919839679358,228.8649730412015
-9.919839679358718,229.5090231807376
-9.879759519038076,230.4276644343853
-9.839679358717435,223.45515771672217
-9.799599198396793,221.76067562278098
-9.759519038076153,225.51261926989238
-9.719438877755511,221.3956050175759
-9.67935871743487,216.00962335606454
-9.639278557114228,217.37689800538487
-9.599198396793588,212.69656183395253
-9.559118236472946,211.03364836644735
-9.519038076152304,211.5071728336297
-9.478957915831664,203.39831935373715
-9.438877755511022,202.32670633595558
-9.39879759519038,204.18432266856118
-9.358717434869739,201.2088429950756
-9.318637274549099,203.57265513066486
-9.278557114228457,198.29484336012075
-9.238476953907815,195.17743261348923
-9.198396793587175,202.21314383207584
-9.158316633266534,195.5471481086729
-9.118236472945892,194.8417667860229
-9.07815631262525,188.78606845215074
-9.03807615230461,189.8547213530529
-8.997995991983968,190.2546194886006
-8.957915831663327,184.90927885705202
-8.917835671342685,187.93618719120914
-8.877755511022045,183.46043629027432
-8.837675350701403,182.84695601151472
-8.797595190380761,180.38302800207552
-8.75751503006012,186.21751864716495
-8.71743486973948,179.0991543513042
-8.677354709418838,174.45190084753537
-8.637274549098196,178.58448165660306
-8.597194388777556,170.95255493327616
-8.557114228456914,173.74634130810455
-8.517034068136272,165.75183046835727
-8.47695390781563,166.163798687213
-8.43687374749499,169.26288221243266
-8.396793587174349,169.4180655927338
-8.356713426853707,166.25356372124511
-8.316633266533067,163.9357327324434
-8.276553106212425,161.9290108717785
-8.236472945891784,156.9528260433876
-8.196392785571142,157.79135512225463
-8.156312625250502,157.1378928445136
-8.11623246492986,160.26652292300918
-8.076152304609218,156.70778387702262
-8.036072144288577,148.9760069831991
-7.9959919839679365,153.83200347544718
-7.955911823647295,150.30555452099458
-7.915831663326653,148.0375108333117
-7.875751503006012,150.51720684974356
-7.835671342685371,150.3955033767055
-7.7955911823647295,148.7230976695682
-7.755511022044088,142.044782922559
-7.715430861723447,142.2744022216859
-7.675350701402806,142.8418591774682
-7.635270541082164,143.4271594756478
-7.595190380761523,137.72188226877347
-7.555110220440882,137.26773461735175
-7.515030060120241,133.1774388673643
-7.474949899799599,131.58598183618486
-7.434869739478958,136.29676277165927
-7.394789579158317,136.6189146632443
-7.354709418837675,131.03159916285128
-7.314629258517034,132.96208884833405
-7.274549098196393,129.74668453387198
-7.234468937875752,125.4431291759901
-7.19438877755511,127.1858129144124
-7.154308617234469,129.44529913237207
-7.114228456913828,123.45970032773666
-7.074148296593187,127.00352410160613
-7.034068136272545,113.19919818799782
-6.993987975951904,122.279407056501
-6.953907815631263,118.83653246820344
-6.913827655310621,116.4464866092102
-6.8737474949899795,116.39333406433849
-6.833667334669339,108.93631374205881
-6.793587174348698,113.0273992504838
-6.753507014028056,113.55157273367169
-6.713426853707415,115.71416293550648
-6.673346693386774,108.53234160561176
-6.6332665330661325,106.47476858790921
-6.593186372745491,106.21450107899653
-6.55310621242485,109.29192705302309
-6.513026052104209,106.36434819606797
-6.472945891783567,102.6276140999651
-6.432865731462925,104.60192253178892
-6.3927855711422845,102.20500407868093
-6.352705410821644,103.67778327742877
-6.312625250501002,97.53019157639663
-6.272545090180361,97.52429264743927
-6.23246492985972,96.20830853404534
-6.192384769539078,91.87786773225997
-6.152304609218437,96.04697866806987
-6.112224448897796,94.83841459064098
-6.072144288577155,92.97364575825917
-6.032064128256513,91.16402627944211
-5.991983967935872,86.53758342165742
-5.95190380761523,88.44409332475897
-5.9118236472945895,87.60664506572647
-5.871743486973948,85.16314180689893
-5.831663326653307,86.02772715582812
-5.791583166332665,86.67177321453742
-5.751503006012024,90.07264037799837
-5.711422845691383,83.89870382014058
-5.671342685370742,83.11493493809695
-5.631262525050101,81.09268507991908
-5.591182364729459,74.53987391961466
-5.551102204408818,79.20323635446368
-5.511022044088176,78.45648470293925
-5.470941883767535,84.6649621798822
-5.430861723446894,75.70402039439844
-5.390781563126253,76.19803843906344
-5.350701402805611,74.20797990327297
-5.31062124248497,69.83122557686153
-5.270541082164329,75.79729828760192
-5.2304609218436875,73.66262477345921
-5.190380761523047,72.8243430248754
-5.150300601202405,66.7739320047147
-5.110220440881764,72.76775016426521
-5.070140280561122,63.417512582443365
-5.030060120240481,68.45376126858963
-4.98997995991984,72.34110675799266
-4.949899799599199,61.881106475549906
-4.909819639278557,62.243223509518195
-4.869739478957916,63.3368977179793
-4.829659318637275,60.629769261762966
-4.789579158316633,56.59688420931364
-4.7494989979959925,60.569667382335936
-4.709418837675351,56.29859694915064
-4.66933867735471,60.03424069165094
-4.629258517034068,54.98957168346572
-4.589178356713427,61.5384542646468
-4.5490981963927855,53.68612351301784
-4.509018036072145,54.223356858847204
-4.468937875751503,56.79017675401622
-4.428857715430862,49.82354152405367
-4.388777555110221,53.37144932562155
-4.348697394789579,55.78985851011537
-4.308617234468938,46.23176694604866
-4.268537074148297,50.8003303047988
-4.228456913827656,50.22471486842205
-4.188376753507014,50.995598534488884
-4.148296593186373,44.15076689700822
-4.108216432865731,43.11816397788043
-4.0681362725450905,47.86969897848008
-4.028056112224449,46.42559444283038
-3.987975951903808,45.52331079267522
-3.947895791583167,45.05479436564059
-3.907815631262525,41.22541874493156
-3.8677354709418843,43.21872285067275
-3.8276553106212425,42.664073705613774
-3.7875751503006017,38.91112223517195
-3.74749498997996,45.927245903223955
-3.707414829659319,41.03359269006899
-3.6673346693386772,35.326780670274935
-3.6272545090180364,40.16537489933895
-3.5871743486973955,34.573117651315386
-3.5470941883767537,39.1662907387899
-3.507014028056113,39.59512360715528
-3.466933867735471,32.97801553465375
-3.42685370741483,37.657342174022986
-3.3867735470941884,35.339133540685964
-3.3466933867735476,35.90697389045171
-3.306613226452906,38.47760068602715
-3.266533066132265,31.403911394659094
-3.226452905811623,29.238146931202934
-3.1863727454909823,28.196517494011857
-3.1462925851703414,27.78976096361045
-3.1062124248496996,29.38444340288809
-3.0661322645290587,30.024186845209293
-3.026052104208417,29.222211385383684
-2.985971943887776,30.27152247814129
-2.9458917835671343,27.23323782731183
-2.9058116232464934,30.965519480800275
-2.8657314629258517,25.22805752426997
-2.825651302605211,33.606071975413535
-2.785571142284569,26.752528647605843
-2.745490981963928,21.740441740733445
-2.7054108216432873,20.542050398475737
-2.6653306613226455,24.651384298070713
-2.6252505010020046,21.989243533051013
-2.585170340681363,24.26372388499755
-2.545090180360722,23.009951467139945
-2.50501002004008,20.84669372315203
-2.4649298597194393,18.006166851626094
-2.4248496993987976,15.489799553487675
-2.3847695390781567,18.189015270063496
-2.344689378757515,21.598401084959566
-2.304609218436874,19.178556187109674
-2.264529058116233,14.312554548318326
-2.2244488977955914,18.089235268748364
-2.1843687374749505,18.25199191412718
-2.1442885771543088,13.977240427088429
-2.104208416833668,16.62918669128489
-2.064128256513026,15.888261843548088
-2.0240480961923852,11.836774786485323
-1.9839679358717444,15.897523429794463
-1.9438877755511026,16.07141627363204
-1.9038076152304608,17.2095434468362
-1.8637274549098208,16.69954857320345
-1.823647294589179,8.989312690021128
-1.7835671342685373,9.899449727946008
-1.7434869739478955,13.855060380121646
-1.7034068136272555,13.454767839041912
-1.6633266533066138,13.068434130038344
-1.623246492985972,22.697792304904596
-1.5831663326653302,12.475001803845473
-1.5430861723446903,13.798185308138642
-1.5030060120240485,12.88907747091262
-1.4629258517034067,11.62325540419189
-1.4228456913827667,8.37170906320027
